"nombre_departamento","grupo_edad","casos"
"guainia",70,1
"guainia",73,1
"guainia",74,3
"guainia",75,1
"guainia",79,1
"guainia",81,3
"guainia",83,1
"guainia",84,2
"la_guajira",0,5
"la_guajira",1,2
"la_guajira",3,1
"la_guajira",12,1
"la_guajira",14,1
"la_guajira",16,1
"la_guajira",18,2
"la_guajira",19,2
"la_guajira",20,3
"la_guajira",21,1
"la_guajira",22,3
"la_guajira",23,1
"la_guajira",24,1
"la_guajira",25,4
"la_guajira",26,4
"la_guajira",27,2
"la_guajira",28,5
"la_guajira",29,5
"la_guajira",30,3
"la_guajira",31,2
"la_guajira",32,5
"la_guajira",33,9
"la_guajira",34,6
"la_guajira",35,4
"la_guajira",36,8
"la_guajira",37,12
"la_guajira",38,7
"la_guajira",39,15
"la_guajira",40,13
"la_guajira",41,12
"la_guajira",42,15
"la_guajira",43,11
"la_guajira",44,15
"la_guajira",45,16
"la_guajira",46,19
"la_guajira",47,16
"la_guajira",48,14
"la_guajira",49,16
"la_guajira",50,20
"la_guajira",51,19
"la_guajira",52,25
"la_guajira",53,24
"la_guajira",54,25
"la_guajira",55,32
"la_guajira",56,18
"la_guajira",57,35
"la_guajira",58,26
"la_guajira",59,28
"la_guajira",60,41
"la_guajira",61,35
"la_guajira",62,38
"la_guajira",63,42
"la_guajira",64,36
"la_guajira",65,35
"la_guajira",66,29
"la_guajira",67,32
"la_guajira",68,40
"la_guajira",69,43
"la_guajira",70,38
"la_guajira",71,35
"la_guajira",72,26
"la_guajira",73,31
"la_guajira",74,38
"la_guajira",75,28
"la_guajira",76,23
"la_guajira",77,38
"la_guajira",78,49
"la_guajira",79,32
"la_guajira",80,33
"la_guajira",81,35
"la_guajira",82,29
"la_guajira",83,19
"la_guajira",84,215
"guaviare",25,1
"guaviare",32,1
"guaviare",33,1
"guaviare",38,2
"guaviare",39,1
"guaviare",41,1
"guaviare",42,1
"guaviare",47,2
"guaviare",48,1
"guaviare",49,2
"guaviare",50,1
"guaviare",51,2
"guaviare",53,2
"guaviare",55,3
"guaviare",56,2
"guaviare",57,2
"guaviare",58,3
"guaviare",60,4
"guaviare",61,1
"guaviare",62,2
"guaviare",63,6
"guaviare",64,3
"guaviare",66,2
"guaviare",67,3
"guaviare",68,7
"guaviare",69,1
"guaviare",70,3
"guaviare",71,3
"guaviare",72,1
"guaviare",73,3
"guaviare",74,4
"guaviare",75,3
"guaviare",76,1
"guaviare",77,3
"guaviare",78,2
"guaviare",79,3
"guaviare",80,3
"guaviare",81,1
"guaviare",82,5
"guaviare",83,2
"guaviare",84,11
"huila",0,4
"huila",2,1
"huila",3,1
"huila",6,2
"huila",8,1
"huila",10,1
"huila",17,2
"huila",18,2
"huila",19,2
"huila",20,2
"huila",21,3
"huila",22,3
"huila",23,3
"huila",24,1
"huila",25,2
"huila",26,6
"huila",27,7
"huila",28,5
"huila",29,10
"huila",30,7
"huila",31,8
"huila",32,11
"huila",33,10
"huila",34,4
"huila",35,14
"huila",36,8
"huila",37,14
"huila",38,17
"huila",39,19
"huila",40,14
"huila",41,23
"huila",42,22
"huila",43,16
"huila",44,32
"huila",45,31
"huila",46,25
"huila",47,29
"huila",48,28
"huila",49,26
"huila",50,44
"huila",51,35
"huila",52,36
"huila",53,50
"huila",54,47
"huila",55,47
"huila",56,54
"huila",57,64
"huila",58,50
"huila",59,56
"huila",60,70
"huila",61,67
"huila",62,75
"huila",63,72
"huila",64,92
"huila",65,70
"huila",66,87
"huila",67,101
"huila",68,93
"huila",69,96
"huila",70,97
"huila",71,102
"huila",72,82
"huila",73,103
"huila",74,89
"huila",75,95
"huila",76,81
"huila",77,107
"huila",78,99
"huila",79,102
"huila",80,80
"huila",81,81
"huila",82,82
"huila",83,92
"huila",84,582
"magdalena",0,1
"magdalena",10,1
"magdalena",17,1
"magdalena",18,1
"magdalena",20,1
"magdalena",21,3
"magdalena",23,1
"magdalena",24,1
"magdalena",25,1
"magdalena",26,2
"magdalena",27,4
"magdalena",28,5
"magdalena",29,4
"magdalena",30,4
"magdalena",31,5
"magdalena",32,3
"magdalena",33,4
"magdalena",34,3
"magdalena",35,8
"magdalena",36,6
"magdalena",37,7
"magdalena",38,4
"magdalena",39,5
"magdalena",40,7
"magdalena",41,16
"magdalena",42,9
"magdalena",43,10
"magdalena",44,13
"magdalena",45,6
"magdalena",46,8
"magdalena",47,13
"magdalena",48,13
"magdalena",49,15
"magdalena",50,15
"magdalena",51,19
"magdalena",52,16
"magdalena",53,20
"magdalena",54,29
"magdalena",55,22
"magdalena",56,26
"magdalena",57,17
"magdalena",58,23
"magdalena",59,22
"magdalena",60,43
"magdalena",61,29
"magdalena",62,38
"magdalena",63,31
"magdalena",64,39
"magdalena",65,32
"magdalena",66,38
"magdalena",67,49
"magdalena",68,35
"magdalena",69,51
"magdalena",70,47
"magdalena",71,44
"magdalena",72,42
"magdalena",73,37
"magdalena",74,33
"magdalena",75,27
"magdalena",76,33
"magdalena",77,30
"magdalena",78,38
"magdalena",79,45
"magdalena",80,44
"magdalena",81,38
"magdalena",82,37
"magdalena",83,36
"magdalena",84,251
"meta",0,3
"meta",1,1
"meta",2,1
"meta",4,1
"meta",5,1
"meta",7,1
"meta",20,1
"meta",21,4
"meta",22,1
"meta",23,1
"meta",24,8
"meta",25,5
"meta",26,2
"meta",27,3
"meta",28,2
"meta",29,9
"meta",30,6
"meta",31,6
"meta",32,13
"meta",33,10
"meta",34,5
"meta",35,10
"meta",36,13
"meta",37,10
"meta",38,11
"meta",39,12
"meta",40,15
"meta",41,24
"meta",42,24
"meta",43,16
"meta",44,23
"meta",45,32
"meta",46,22
"meta",47,35
"meta",48,22
"meta",49,27
"meta",50,28
"meta",51,23
"meta",52,40
"meta",53,30
"meta",54,34
"meta",55,35
"meta",56,48
"meta",57,50
"meta",58,62
"meta",59,58
"meta",60,61
"meta",61,46
"meta",62,59
"meta",63,63
"meta",64,58
"meta",65,57
"meta",66,68
"meta",67,92
"meta",68,56
"meta",69,54
"meta",70,56
"meta",71,62
"meta",72,64
"meta",73,85
"meta",74,74
"meta",75,67
"meta",76,44
"meta",77,68
"meta",78,55
"meta",79,55
"meta",80,57
"meta",81,52
"meta",82,62
"meta",83,54
"meta",84,360
"narino",0,2
"narino",1,1
"narino",2,1
"narino",3,2
"narino",5,1
"narino",7,1
"narino",12,1
"narino",14,1
"narino",16,2
"narino",18,3
"narino",20,4
"narino",21,2
"narino",22,2
"narino",23,4
"narino",24,2
"narino",25,2
"narino",26,6
"narino",27,5
"narino",28,5
"narino",29,8
"narino",30,5
"narino",31,6
"narino",32,6
"narino",33,13
"narino",34,7
"narino",35,14
"narino",36,12
"narino",37,20
"narino",38,13
"narino",39,20
"narino",40,23
"narino",41,19
"narino",42,29
"narino",43,21
"narino",44,25
"narino",45,34
"narino",46,22
"narino",47,24
"narino",48,28
"narino",49,24
"narino",50,40
"narino",51,38
"narino",52,43
"narino",53,43
"narino",54,52
"narino",55,47
"narino",56,51
"narino",57,51
"narino",58,65
"narino",59,59
"narino",60,66
"narino",61,64
"narino",62,86
"narino",63,61
"narino",64,83
"narino",65,79
"narino",66,60
"narino",67,69
"narino",68,76
"narino",69,66
"narino",70,82
"narino",71,92
"narino",72,80
"narino",73,80
"narino",74,100
"narino",75,94
"narino",76,90
"narino",77,73
"narino",78,81
"narino",79,93
"narino",80,96
"narino",81,79
"narino",82,74
"narino",83,77
"narino",84,619
"norte_de_santander",0,8
"norte_de_santander",1,2
"norte_de_santander",2,2
"norte_de_santander",3,1
"norte_de_santander",4,2
"norte_de_santander",8,1
"norte_de_santander",9,1
"norte_de_santander",12,2
"norte_de_santander",13,1
"norte_de_santander",15,2
"norte_de_santander",16,2
"norte_de_santander",18,2
"norte_de_santander",19,3
"norte_de_santander",20,4
"norte_de_santander",21,2
"norte_de_santander",22,5
"norte_de_santander",23,1
"norte_de_santander",24,5
"norte_de_santander",25,8
"norte_de_santander",26,12
"norte_de_santander",27,10
"norte_de_santander",28,9
"norte_de_santander",29,10
"norte_de_santander",30,15
"norte_de_santander",31,12
"norte_de_santander",32,14
"norte_de_santander",33,27
"norte_de_santander",34,26
"norte_de_santander",35,16
"norte_de_santander",36,23
"norte_de_santander",37,20
"norte_de_santander",38,30
"norte_de_santander",39,19
"norte_de_santander",40,40
"norte_de_santander",41,30
"norte_de_santander",42,47
"norte_de_santander",43,44
"norte_de_santander",44,37
"norte_de_santander",45,45
"norte_de_santander",46,46
"norte_de_santander",47,43
"norte_de_santander",48,63
"norte_de_santander",49,64
"norte_de_santander",50,57
"norte_de_santander",51,56
"norte_de_santander",52,70
"norte_de_santander",53,65
"norte_de_santander",54,78
"norte_de_santander",55,75
"norte_de_santander",56,89
"norte_de_santander",57,97
"norte_de_santander",58,105
"norte_de_santander",59,117
"norte_de_santander",60,112
"norte_de_santander",61,108
"norte_de_santander",62,123
"norte_de_santander",63,114
"norte_de_santander",64,127
"norte_de_santander",65,126
"norte_de_santander",66,115
"norte_de_santander",67,144
"norte_de_santander",68,124
"norte_de_santander",69,135
"norte_de_santander",70,127
"norte_de_santander",71,141
"norte_de_santander",72,143
"norte_de_santander",73,134
"norte_de_santander",74,136
"norte_de_santander",75,138
"norte_de_santander",76,113
"norte_de_santander",77,124
"norte_de_santander",78,100
"norte_de_santander",79,118
"norte_de_santander",80,130
"norte_de_santander",81,119
"norte_de_santander",82,106
"norte_de_santander",83,87
"norte_de_santander",84,699
"putumayo",1,1
"putumayo",8,1
"putumayo",21,1
"putumayo",23,1
"putumayo",24,2
"putumayo",25,6
"putumayo",26,4
"putumayo",27,2
"putumayo",28,5
"putumayo",29,1
"putumayo",30,3
"putumayo",31,4
"putumayo",32,1
"putumayo",34,2
"putumayo",35,2
"putumayo",36,6
"putumayo",37,8
"putumayo",38,4
"putumayo",39,5
"putumayo",40,5
"putumayo",41,7
"putumayo",42,6
"putumayo",43,5
"putumayo",44,11
"putumayo",45,9
"putumayo",46,9
"putumayo",47,6
"putumayo",48,4
"putumayo",49,7
"putumayo",50,12
"putumayo",51,13
"putumayo",52,15
"putumayo",53,10
"putumayo",54,8
"putumayo",55,13
"putumayo",56,21
"putumayo",57,16
"putumayo",58,15
"putumayo",59,14
"putumayo",60,20
"putumayo",61,23
"putumayo",62,25
"putumayo",63,17
"putumayo",64,15
"putumayo",65,15
"putumayo",66,19
"putumayo",67,16
"putumayo",68,18
"putumayo",69,26
"putumayo",70,14
"putumayo",71,19
"putumayo",72,15
"putumayo",73,23
"putumayo",74,20
"putumayo",75,21
"putumayo",76,20
"putumayo",77,18
"putumayo",78,18
"putumayo",79,15
"putumayo",80,12
"putumayo",81,16
"putumayo",82,12
"putumayo",83,8
"putumayo",84,102
"quindio",11,1
"quindio",15,1
"quindio",18,1
"quindio",21,2
"quindio",22,1
"quindio",23,4
"quindio",24,1
"quindio",25,4
"quindio",27,1
"quindio",28,5
"quindio",29,3
"quindio",30,6
"quindio",31,5
"quindio",32,5
"quindio",33,5
"quindio",34,7
"quindio",35,1
"quindio",36,1
"quindio",37,5
"quindio",38,4
"quindio",39,6
"quindio",40,7
"quindio",41,10
"quindio",42,9
"quindio",43,5
"quindio",44,15
"quindio",45,12
"quindio",46,10
"quindio",47,23
"quindio",48,18
"quindio",49,12
"quindio",50,11
"quindio",51,14
"quindio",52,32
"quindio",53,25
"quindio",54,23
"quindio",55,24
"quindio",56,29
"quindio",57,30
"quindio",58,23
"quindio",59,23
"quindio",60,32
"quindio",61,41
"quindio",62,47
"quindio",63,29
"quindio",64,44
"quindio",65,43
"quindio",66,39
"quindio",67,59
"quindio",68,45
"quindio",69,51
"quindio",70,67
"quindio",71,56
"quindio",72,67
"quindio",73,61
"quindio",74,67
"quindio",75,65
"quindio",76,60
"quindio",77,56
"quindio",78,60
"quindio",79,68
"quindio",80,51
"quindio",81,56
"quindio",82,43
"quindio",83,70
"quindio",84,387
"risaralda",0,1
"risaralda",9,1
"risaralda",11,1
"risaralda",18,1
"risaralda",21,6
"risaralda",22,1
"risaralda",23,2
"risaralda",24,3
"risaralda",25,5
"risaralda",26,7
"risaralda",27,5
"risaralda",28,5
"risaralda",29,3
"risaralda",30,10
"risaralda",31,1
"risaralda",32,2
"risaralda",33,7
"risaralda",34,4
"risaralda",35,5
"risaralda",36,11
"risaralda",37,5
"risaralda",38,16
"risaralda",39,5
"risaralda",40,11
"risaralda",41,16
"risaralda",42,13
"risaralda",43,11
"risaralda",44,15
"risaralda",45,16
"risaralda",46,11
"risaralda",47,8
"risaralda",48,13
"risaralda",49,22
"risaralda",50,22
"risaralda",51,20
"risaralda",52,28
"risaralda",53,29
"risaralda",54,35
"risaralda",55,31
"risaralda",56,35
"risaralda",57,36
"risaralda",58,56
"risaralda",59,32
"risaralda",60,53
"risaralda",61,51
"risaralda",62,59
"risaralda",63,52
"risaralda",64,72
"risaralda",65,52
"risaralda",66,58
"risaralda",67,65
"risaralda",68,71
"risaralda",69,61
"risaralda",70,62
"risaralda",71,49
"risaralda",72,72
"risaralda",73,79
"risaralda",74,77
"risaralda",75,74
"risaralda",76,81
"risaralda",77,73
"risaralda",78,67
"risaralda",79,53
"risaralda",80,75
"risaralda",81,59
"risaralda",82,57
"risaralda",83,58
"risaralda",84,425
"san_andres",0,1
"san_andres",1,1
"san_andres",5,2
"san_andres",27,1
"san_andres",28,1
"san_andres",31,2
"san_andres",32,2
"san_andres",34,1
"san_andres",40,2
"san_andres",46,1
"san_andres",50,2
"san_andres",51,3
"san_andres",53,2
"san_andres",54,4
"san_andres",56,4
"san_andres",57,4
"san_andres",58,4
"san_andres",59,7
"san_andres",60,9
"san_andres",61,2
"san_andres",62,8
"san_andres",63,4
"san_andres",64,5
"san_andres",65,4
"san_andres",66,6
"san_andres",67,3
"san_andres",68,5
"san_andres",69,5
"san_andres",70,3
"san_andres",71,4
"san_andres",72,3
"san_andres",73,3
"san_andres",74,4
"san_andres",75,4
"san_andres",76,5
"san_andres",78,4
"san_andres",79,4
"san_andres",80,3
"san_andres",81,3
"san_andres",82,2
"san_andres",83,4
"san_andres",84,16
"santander",0,4
"santander",4,1
"santander",5,1
"santander",8,1
"santander",12,1
"santander",15,1
"santander",16,2
"santander",17,1
"santander",18,2
"santander",19,5
"santander",20,7
"santander",21,4
"santander",22,7
"santander",23,6
"santander",24,7
"santander",25,8
"santander",26,22
"santander",27,10
"santander",28,10
"santander",29,17
"santander",30,23
"santander",31,15
"santander",32,16
"santander",33,29
"santander",34,37
"santander",35,39
"santander",36,38
"santander",37,38
"santander",38,41
"santander",39,45
"santander",40,53
"santander",41,49
"santander",42,49
"santander",43,55
"santander",44,72
"santander",45,73
"santander",46,75
"santander",47,74
"santander",48,71
"santander",49,98
"santander",50,107
"santander",51,101
"santander",52,104
"santander",53,127
"santander",54,135
"santander",55,130
"santander",56,162
"santander",57,152
"santander",58,138
"santander",59,179
"santander",60,143
"santander",61,168
"santander",62,186
"santander",63,166
"santander",64,192
"santander",65,201
"santander",66,189
"santander",67,184
"santander",68,185
"santander",69,205
"santander",70,195
"santander",71,207
"santander",72,204
"santander",73,187
"santander",74,213
"santander",75,189
"santander",76,196
"santander",77,210
"santander",78,193
"santander",79,183
"santander",80,224
"santander",81,145
"santander",82,171
"santander",83,168
"santander",84,1472
"magdalena",0,3
"magdalena",14,1
"magdalena",16,1
"magdalena",17,2
"magdalena",19,1
"magdalena",20,3
"magdalena",21,3
"magdalena",22,1
"magdalena",24,4
"magdalena",25,3
"magdalena",26,2
"magdalena",27,3
"magdalena",28,7
"magdalena",29,4
"magdalena",30,5
"magdalena",31,4
"magdalena",32,4
"magdalena",34,7
"magdalena",35,4
"magdalena",36,8
"magdalena",37,13
"magdalena",38,11
"magdalena",39,12
"magdalena",40,18
"magdalena",41,21
"magdalena",42,15
"magdalena",43,21
"magdalena",44,16
"magdalena",45,20
"magdalena",46,24
"magdalena",47,21
"magdalena",48,24
"magdalena",49,18
"magdalena",50,24
"magdalena",51,19
"magdalena",52,21
"magdalena",53,30
"magdalena",54,28
"magdalena",55,36
"magdalena",56,40
"magdalena",57,44
"magdalena",58,49
"magdalena",59,37
"magdalena",60,43
"magdalena",61,35
"magdalena",62,66
"magdalena",63,55
"magdalena",64,53
"magdalena",65,42
"magdalena",66,39
"magdalena",67,58
"magdalena",68,51
"magdalena",69,55
"magdalena",70,61
"magdalena",71,55
"magdalena",72,47
"magdalena",73,64
"magdalena",74,61
"magdalena",75,41
"magdalena",76,56
"magdalena",77,34
"magdalena",78,55
"magdalena",79,45
"magdalena",80,43
"magdalena",81,45
"magdalena",82,36
"magdalena",83,35
"magdalena",84,312
"sucre",0,4
"sucre",1,1
"sucre",2,1
"sucre",11,1
"sucre",14,2
"sucre",16,1
"sucre",18,1
"sucre",20,2
"sucre",22,2
"sucre",24,1
"sucre",25,2
"sucre",26,6
"sucre",27,1
"sucre",28,7
"sucre",29,4
"sucre",30,2
"sucre",31,4
"sucre",32,1
"sucre",33,6
"sucre",34,1
"sucre",35,5
"sucre",36,5
"sucre",37,4
"sucre",38,8
"sucre",39,6
"sucre",40,11
"sucre",41,8
"sucre",42,11
"sucre",43,9
"sucre",44,8
"sucre",45,7
"sucre",46,13
"sucre",47,7
"sucre",48,16
"sucre",49,18
"sucre",50,18
"sucre",51,20
"sucre",52,13
"sucre",53,15
"sucre",54,15
"sucre",55,19
"sucre",56,29
"sucre",57,34
"sucre",58,25
"sucre",59,23
"sucre",60,27
"sucre",61,36
"sucre",62,40
"sucre",63,37
"sucre",64,41
"sucre",65,28
"sucre",66,41
"sucre",67,46
"sucre",68,36
"sucre",69,45
"sucre",70,41
"sucre",71,39
"sucre",72,38
"sucre",73,43
"sucre",74,47
"sucre",75,56
"sucre",76,40
"sucre",77,45
"sucre",78,48
"sucre",79,44
"sucre",80,55
"sucre",81,53
"sucre",82,45
"sucre",83,52
"sucre",84,339
"tolima",0,3
"tolima",6,1
"tolima",12,1
"tolima",14,1
"tolima",17,1
"tolima",18,1
"tolima",20,1
"tolima",23,4
"tolima",24,2
"tolima",25,4
"tolima",26,3
"tolima",27,8
"tolima",28,7
"tolima",29,7
"tolima",30,9
"tolima",31,8
"tolima",32,6
"tolima",33,5
"tolima",34,6
"tolima",35,8
"tolima",36,10
"tolima",37,13
"tolima",38,14
"tolima",39,22
"tolima",40,16
"tolima",41,14
"tolima",42,18
"tolima",43,19
"tolima",44,27
"tolima",45,23
"tolima",46,19
"tolima",47,25
"tolima",48,27
"tolima",49,36
"tolima",50,39
"tolima",51,34
"tolima",52,40
"tolima",53,44
"tolima",54,43
"tolima",55,41
"tolima",56,59
"tolima",57,67
"tolima",58,70
"tolima",59,61
"tolima",60,73
"tolima",61,78
"tolima",62,75
"tolima",63,84
"tolima",64,93
"tolima",65,99
"tolima",66,87
"tolima",67,102
"tolima",68,96
"tolima",69,116
"tolima",70,127
"tolima",71,107
"tolima",72,101
"tolima",73,103
"tolima",74,118
"tolima",75,99
"tolima",76,106
"tolima",77,117
"tolima",78,102
"tolima",79,116
"tolima",80,121
"tolima",81,115
"tolima",82,119
"tolima",83,98
"tolima",84,783
"valle_del_cauca",0,3
"valle_del_cauca",1,1
"valle_del_cauca",3,1
"valle_del_cauca",4,1
"valle_del_cauca",5,3
"valle_del_cauca",6,1
"valle_del_cauca",7,1
"valle_del_cauca",9,2
"valle_del_cauca",10,1
"valle_del_cauca",11,2
"valle_del_cauca",13,2
"valle_del_cauca",14,1
"valle_del_cauca",15,2
"valle_del_cauca",16,4
"valle_del_cauca",17,5
"valle_del_cauca",18,3
"valle_del_cauca",19,7
"valle_del_cauca",20,6
"valle_del_cauca",21,8
"valle_del_cauca",22,10
"valle_del_cauca",23,8
"valle_del_cauca",24,9
"valle_del_cauca",25,19
"valle_del_cauca",26,14
"valle_del_cauca",27,23
"valle_del_cauca",28,24
"valle_del_cauca",29,14
"valle_del_cauca",30,23
"valle_del_cauca",31,16
"valle_del_cauca",32,28
"valle_del_cauca",33,40
"valle_del_cauca",34,48
"valle_del_cauca",35,35
"valle_del_cauca",36,47
"valle_del_cauca",37,52
"valle_del_cauca",38,43
"valle_del_cauca",39,54
"valle_del_cauca",40,66
"valle_del_cauca",41,81
"valle_del_cauca",42,81
"valle_del_cauca",43,66
"valle_del_cauca",44,81
"valle_del_cauca",45,95
"valle_del_cauca",46,85
"valle_del_cauca",47,115
"valle_del_cauca",48,118
"valle_del_cauca",49,135
"valle_del_cauca",50,107
"valle_del_cauca",51,133
"valle_del_cauca",52,139
"valle_del_cauca",53,145
"valle_del_cauca",54,198
"valle_del_cauca",55,195
"valle_del_cauca",56,190
"valle_del_cauca",57,234
"valle_del_cauca",58,249
"valle_del_cauca",59,254
"valle_del_cauca",60,282
"valle_del_cauca",61,283
"valle_del_cauca",62,313
"valle_del_cauca",63,330
"valle_del_cauca",64,312
"valle_del_cauca",65,359
"valle_del_cauca",66,401
"valle_del_cauca",67,364
"valle_del_cauca",68,373
"valle_del_cauca",69,363
"valle_del_cauca",70,406
"valle_del_cauca",71,433
"valle_del_cauca",72,388
"valle_del_cauca",73,413
"valle_del_cauca",74,418
"valle_del_cauca",75,413
"valle_del_cauca",76,407
"valle_del_cauca",77,413
"valle_del_cauca",78,347
"valle_del_cauca",79,391
"valle_del_cauca",80,420
"valle_del_cauca",81,426
"valle_del_cauca",82,410
"valle_del_cauca",83,375
"valle_del_cauca",84,3114
"vaupes",0,2
"vaupes",37,1
"vaupes",58,1
"vaupes",59,1
"vaupes",60,2
"vaupes",62,1
"vaupes",64,1
"vaupes",65,2
"vaupes",66,1
"vaupes",68,1
"vaupes",69,1
"vaupes",70,1
"vaupes",77,1
"vaupes",82,1
"vaupes",83,3
"vaupes",84,2
"vichada",0,3
"vichada",34,1
"vichada",37,1
"vichada",38,1
"vichada",42,1
"vichada",43,1
"vichada",47,1
"vichada",48,1
"vichada",49,2
"vichada",50,1
"vichada",53,2
"vichada",55,1
"vichada",57,1
"vichada",58,1
"vichada",60,4
"vichada",61,1
"vichada",62,2
"vichada",63,2
"vichada",64,2
"vichada",65,1
"vichada",66,1
"vichada",67,2
"vichada",68,2
"vichada",69,2
"vichada",70,2
"vichada",71,4
"vichada",72,2
"vichada",74,2
"vichada",76,1
"vichada",77,3
"vichada",78,1
"vichada",79,1
"vichada",83,2
"vichada",84,10
