Departamentos,SEXO,gredad,6 Mar.2020 - 5 Mar. 2021,6 Mar.2021 - 5 Mar. 2022
 ,Hombres,Menores de 15 años,-0.41653020301007443,-0.34624377975998816
 ,Hombres,De 15 a 44 años,0.39857565144001145,0.8472493702835557
Ama.,Hombres,De 45 a 64 años,2.109731567504889,0.9489000462600033
Ama.,Hombres,De 65 y más años,0.912501305840639,0.5129122082487181
Ama.,Mujeres,Menores de 15 años,-0.08426444538775167,-0.14376045833961906
Ama.,Mujeres,De 15 a 44 años,0.605113364240444,-0.1172253082222693
Ama.,Mujeres,De 45 a 64 años,2.2234133127154223,1.1895156881886955
Ama.,Mujeres,De 65 y más años,1.9677472680762917,0.08522417348268412
 ,Hombres,Menores de 15 años,-0.2190354661317296,-0.05689117895079489
 ,Hombres,De 15 a 44 años,0.4141910212617479,0.8046741067936412
 ,Hombres,De 45 a 64 años,0.3977463956987612,0.844558957333683
 ,Hombres,De 65 y más años,0.22729645747064228,0.34367626243000293
 ,Mujeres,Menores de 15 años,0.0011890887661880369,0.32050316596107825
 ,Mujeres,De 15 a 44 años,-0.24634122217564838,-0.024499395370542364
 ,Mujeres,De 45 a 64 años,0.10195813147361582,0.4754969998213547
 ,Mujeres,De 65 y más años,0.08049289978420779,0.25653314529084587
 ,Hombres,Menores de 15 años,-0.5633377502957636,-0.5278933866533339
 ,Hombres,De 15 a 44 años,0.26709570997767534,1.186010490365554
 ,Hombres,De 45 a 64 años,0.09518845734116142,0.5510053241049113
 ,Hombres,De 65 y más años,-0.007953054131068716,-0.0033789170269841605
Ara.,Mujeres,Menores de 15 años,-0.20060137619021898,-0.49695428083446425
 ,Mujeres,De 15 a 44 años,-0.18436040635589057,-0.07151459390662247
 ,Mujeres,De 45 a 64 años,0.14597306524506642,0.5526829103545311
 ,Mujeres,De 65 y más años,0.14170229846855492,0.2178181375405456
 ,Hombres,Menores de 15 años,-0.4852671030743887,0.07698111696880704
 ,Hombres,De 15 a 44 años,1.8371984793948688,1.913129245464423
 ,Hombres,De 45 a 64 años,0.3407806923781287,0.38032627922539936
 ,Hombres,De 65 y más años,0.2981443029047415,0.40667538935375225
Arc.,Mujeres,Menores de 15 años,1.1874835930100935,-0.3523054443442236
 ,Mujeres,De 15 a 44 años,-0.060335218924588395,0.06497938642074431
 ,Mujeres,De 45 a 64 años,-0.41535262708743115,0.43757896355966214
 ,Mujeres,De 65 y más años,-0.16735585466518538,0.3706009812660182
Atl.,Hombres,Menores de 15 años,0.26223651628455147,0.14159774610108689
 ,Hombres,De 15 a 44 años,0.18257824652788865,0.40942528771968856
 ,Hombres,De 45 a 64 años,0.6564468754357726,0.9432821379293319
 ,Hombres,De 65 y más años,0.38777265990970533,0.44504494903668307
 ,Mujeres,Menores de 15 años,0.645539705194774,0.8850372267566806
 ,Mujeres,De 15 a 44 años,-0.1177017282280338,0.03242728468367018
 ,Mujeres,De 45 a 64 años,0.45936449770528537,0.8848030113700873
 ,Mujeres,De 65 y más años,0.30905443723084136,0.4522632981514763
 ,Hombres,Menores de 15 años,0.07276584780569328,0.2060062816422232
 ,Hombres,De 15 a 44 años,-0.08565759639201437,0.12093843897628495
 ,Hombres,De 45 a 64 años,0.7162536458190325,0.9223691575502724
Bog.,Hombres,De 65 y más años,0.5918095773462718,0.5054404331299241
 ,Mujeres,Menores de 15 años,0.6482293657090247,0.7478481380027695
 ,Mujeres,De 15 a 44 años,-0.29228143508965565,-0.18969110895109814
 ,Mujeres,De 45 a 64 años,0.19574900689242758,0.47817814431643046
 ,Mujeres,De 65 y más años,0.21151435318670253,0.21930267708577997
 ,Hombres,Menores de 15 años,-0.1700767289764019,0.021959212402867297
 ,Hombres,De 15 a 44 años,0.2748910087879982,0.42283845685642585
 ,Hombres,De 45 a 64 años,0.6262804722541608,0.6775794385585603
Bol.,Hombres,De 65 y más años,0.3373054815925988,0.2322371151790102
 ,Mujeres,Menores de 15 años,0.2440509109034396,0.5525697077019326
 ,Mujeres,De 15 a 44 años,-0.11654337910420229,-0.03285905897415743
 ,Mujeres,De 45 a 64 años,0.7181895559012131,0.81045306460803
Bol.,Mujeres,De 65 y más años,0.5671609757813552,0.5356961548509993
 ,Hombres,Menores de 15 años,-0.2330205884144251,-0.20837478543197682
 ,Hombres,De 15 a 44 años,0.49248382209291375,0.9586206354538757
 ,Hombres,De 45 a 64 años,0.6655911765507051,1.036906035193597
 ,Hombres,De 65 y más años,0.12371788319240185,0.18722177648034022
 ,Mujeres,Menores de 15 años,0.05748049411931631,0.22945912155767015
 ,Mujeres,De 15 a 44 años,-0.16186564537036935,0.27112921045815264
 ,Mujeres,De 45 a 64 años,0.30436268975964237,0.7316306799167279
 ,Mujeres,De 65 y más años,0.204721955852878,0.2584051149249686
 ,Hombres,Menores de 15 años,-0.04250930274757858,0.4275678333807632
 ,Hombres,De 15 a 44 años,0.6280764656946775,1.2263111200139842
 ,Hombres,De 45 a 64 años,0.5262953864160602,1.0009536597648365
 ,Hombres,De 65 y más años,0.1494464466771951,0.2261746052775584
 ,Mujeres,Menores de 15 años,0.238376945269294,0.5302244769253295
 ,Mujeres,De 15 a 44 años,-0.1843688913812496,0.3008082047907616
 ,Mujeres,De 45 a 64 años,0.22458703526071674,0.5875002525244806
 ,Mujeres,De 65 y más años,0.048501901774568534,0.19555734674232658
 ,Hombres,Menores de 15 años,-0.4219628885959167,-0.4081407728735567
 ,Hombres,De 15 a 44 años,0.2921282276316061,0.42545559600200256
Caq.,Hombres,De 45 a 64 años,1.0727619067138374,0.8970016429800975
Caq.,Hombres,De 65 y más años,0.5696357699193674,0.5250480012923796
Caq.,Mujeres,Menores de 15 años,-0.584546179019484,-0.6057198199300038
 ,Mujeres,De 15 a 44 años,-0.25246706388402296,-0.09535358170623152
 ,Mujeres,De 45 a 64 años,0.5565692803534407,0.5883361353008525
Caq.,Mujeres,De 65 y más años,0.9146773664175251,0.7823618791391647
 ,Hombres,Menores de 15 años,-0.3730677134255318,-0.2346212208453609
 ,Hombres,De 15 a 44 años,0.24808128811332758,0.54691831809053
 ,Hombres,De 45 a 64 años,0.3702034996454514,0.8963821346440412
 ,Hombres,De 65 y más años,0.28841600582522203,0.5573128490184153
 ,Mujeres,Menores de 15 años,-0.15814253790594268,-0.12696769911163477
 ,Mujeres,De 15 a 44 años,-0.4030480032511285,0.1423924477155393
 ,Mujeres,De 45 a 64 años,0.25454964819091075,0.9005722613252611
 ,Mujeres,De 65 y más años,0.8086030203419797,0.9167335214591313
 ,Hombres,Menores de 15 años,-0.16777484047528415,0.04839521639202556
 ,Hombres,De 15 a 44 años,1.265655811653777,1.5969002776324803
 ,Hombres,De 45 a 64 años,0.5670093076228568,0.6226445853945737
 ,Hombres,De 65 y más años,0.12783131156176927,0.20136933130984455
 ,Mujeres,Menores de 15 años,0.06118460256564911,0.6003178402833613
 ,Mujeres,De 15 a 44 años,-0.08578616647256967,0.08214509573350705
 ,Mujeres,De 45 a 64 años,0.47339175467266575,0.6483866623069409
 ,Mujeres,De 65 y más años,0.28453462177756256,0.47408383808998655
 ,Hombres,Menores de 15 años,-0.32909140011004545,-0.27381295668785466
 ,Hombres,De 15 a 44 años,0.008284908269952049,0.2907872721587173
 ,Hombres,De 45 a 64 años,0.6083696247688004,0.8273552760075562
 ,Hombres,De 65 y más años,0.33044760862054917,0.3906701574634239
Ces.,Mujeres,Menores de 15 años,0.014051185297405271,-0.08832894154230876
 ,Mujeres,De 15 a 44 años,-0.23050056337730243,-0.09389138497918825
 ,Mujeres,De 45 a 64 años,0.5564751201802998,0.844562631530513
 ,Mujeres,De 65 y más años,0.5105230857413551,0.6121422783519774
 ,Hombres,Menores de 15 años,-5.740329140822918e-4,0.30606870648450407
 ,Hombres,De 15 a 44 años,1.193109932938977,1.5060996288957131
 ,Hombres,De 45 a 64 años,0.7907918697094986,0.861594432139764
 ,Hombres,De 65 y más años,0.04427690300140097,0.11075310706220452
 ,Mujeres,Menores de 15 años,0.45659183420222493,1.3940356880010853
 ,Mujeres,De 15 a 44 años,0.027379015456437665,0.18532313137768908
 ,Mujeres,De 45 a 64 años,0.4175777870786206,1.1231107760761219
Cho.,Mujeres,De 65 y más años,0.5007036151454072,0.4449973828940097
 ,Hombres,Menores de 15 años,0.1644987292514451,0.44619720492369835
 ,Hombres,De 15 a 44 años,0.5513832845449321,0.9071839213786231
 ,Hombres,De 45 a 64 años,0.6786701757659231,0.8147777959933703
Cór.,Hombres,De 65 y más años,0.3273779308190451,0.1912862820327449
 ,Mujeres,Menores de 15 años,0.4808083637528829,0.8433940576802419
 ,Mujeres,De 15 a 44 años,0.26136615482782366,0.2623747971874234
 ,Mujeres,De 45 a 64 años,0.9475705798909838,1.0965912624698242
 ,Mujeres,De 65 y más años,0.5595397754683168,0.5758677518587516
Cun.,Hombres,Menores de 15 años,-0.4341923149196479,-0.44768676712227196
 ,Hombres,De 15 a 44 años,0.055107290387766815,0.381251401306488
 ,Hombres,De 45 a 64 años,0.38683908740043155,0.7091290707480954
 ,Hombres,De 65 y más años,0.20335207891759263,0.22478848885306038
 ,Mujeres,Menores de 15 años,-0.25404739248657654,-0.2338217823479915
 ,Mujeres,De 15 a 44 años,-0.3720484448433186,-0.17301822590009241
 ,Mujeres,De 45 a 64 años,0.04818062266111613,0.40708362751459587
 ,Mujeres,De 65 y más años,0.3231097093755792,0.3461267990577447
 ,Hombres,Menores de 15 años,-0.2624129289219882,-0.058728545832649345
 ,Hombres,De 15 a 44 años,0.07698445870700941,0.45459081658784356
Gua.,Hombres,De 45 a 64 años,1.5654460197004563,0.9849245344224413
Gua.,Hombres,De 65 y más años,0.6823518441973285,0.5737211101957258
 ,Mujeres,Menores de 15 años,-0.27693582048104615,1.026873049324956
 ,Mujeres,De 15 a 44 años,0.6354717383070683,0.726738941331115
Gua.,Mujeres,De 45 a 64 años,1.2582764670750815,0.9638525891234475
Gua.,Mujeres,De 65 y más años,1.527947879132541,1.480486212692876
 ,Hombres,Menores de 15 años,-0.6130344197863202,-0.49166510944694297
 ,Hombres,De 15 a 44 años,0.21546283693495122,0.3263424293519952
 ,Hombres,De 45 a 64 años,0.6126496839674944,0.9501787711219234
Gua.,Hombres,De 65 y más años,0.26198703291847564,0.1983321252206037
Gua.,Mujeres,Menores de 15 años,-0.49236258764004026,-0.5855307862382518
Gua.,Mujeres,De 15 a 44 años,0.22174993904292453,0.08944770185029842
 ,Mujeres,De 45 a 64 años,0.012464496395097046,0.710639371116987
 ,Mujeres,De 65 y más años,0.9802959528073364,1.6696497000586246
 ,Hombres,Menores de 15 años,-0.4730725517107517,-0.24670377534174562
 ,Hombres,De 15 a 44 años,0.26514679055188434,0.5047179617571388
 ,Hombres,De 45 a 64 años,0.6186440669105069,0.715583353456067
 ,Hombres,De 65 y más años,0.3040682838920179,0.35654750201896007
 ,Mujeres,Menores de 15 años,-0.20658186451342656,-0.04544966823601356
 ,Mujeres,De 15 a 44 años,-0.11335307689101375,0.11925248182801385
 ,Mujeres,De 45 a 64 años,0.5815763817360585,0.7338380201748456
 ,Mujeres,De 65 y más años,0.42160177184850756,0.5220531468109318
 ,Hombres,Menores de 15 años,-0.12771720486913563,0.10617736365723263
 ,Hombres,De 15 a 44 años,-0.037892302813492505,0.06847899379599119
 ,Hombres,De 45 a 64 años,0.8581539669614094,1.025265161595383
 ,Hombres,De 65 y más años,0.4607464556682148,0.5516940377719317
 ,Mujeres,Menores de 15 años,0.38002525213243793,0.5354620375208428
 ,Mujeres,De 15 a 44 años,-0.38993511021833815,-0.2702541534929496
 ,Mujeres,De 45 a 64 años,0.46737613896841074,1.1601779576196585
 ,Mujeres,De 65 y más años,0.4363562682536201,0.6914376855917153
 ,Hombres,Menores de 15 años,-0.3364649764479139,-0.23044188492721177
 ,Hombres,De 15 a 44 años,0.2427651520070268,0.492929851977282
 ,Hombres,De 45 a 64 años,0.5673154388252607,0.8606423042229081
 ,Hombres,De 65 y más años,0.29421649285533485,0.31380897689948584
 ,Mujeres,Menores de 15 años,-0.043961252634003974,0.2379727438366185
 ,Mujeres,De 15 a 44 años,0.01369257540523313,0.03204207368031905
 ,Mujeres,De 45 a 64 años,0.6293070199459861,0.9701409831436002
 ,Mujeres,De 65 y más años,0.5929358660991152,0.7477210729314512
 ,Hombres,Menores de 15 años,-0.23655543341024457,-0.2092385092509335
 ,Hombres,De 15 a 44 años,0.17315261956583625,0.3383648952317182
 ,Hombres,De 45 a 64 años,0.3788827975835083,0.6488070106682604
 ,Hombres,De 65 y más años,0.20470922090232643,0.3006707816218068
 ,Mujeres,Menores de 15 años,0.10534086340926115,0.20375053594629242
 ,Mujeres,De 15 a 44 años,-0.2300971215767783,-0.02631498701271215
 ,Mujeres,De 45 a 64 años,0.22713567526424328,0.6998349537433617
 ,Mujeres,De 65 y más años,0.37189022988775333,0.47734769825431944
Nar.,Hombres,Menores de 15 años,0.144536440608301,0.07829985739249733
 ,Hombres,De 15 a 44 años,1.0437647037567364,1.1634245372052678
 ,Hombres,De 45 a 64 años,0.7197820453489326,0.8531361834670043
Nar.,Hombres,De 65 y más años,0.20338597197766414,0.15060149033967207
Nar.,Mujeres,Menores de 15 años,0.4506860304566437,0.3982547007234173
 ,Mujeres,De 15 a 44 años,0.025961193898757003,0.31134909088622814
 ,Mujeres,De 45 a 64 años,0.566700780603522,0.7474924714565715
 ,Mujeres,De 65 y más años,0.26246054217510006,0.32109258612058805
 ,Hombres,Menores de 15 años,-0.41006233578056284,-0.16660953910308596
 ,Hombres,De 15 a 44 años,0.48743015140935514,0.5811694024877266
Nor.,Hombres,De 45 a 64 años,0.8753357661453786,0.7028733940630706
Nor.,Hombres,De 65 y más años,0.2519911777954913,0.1538074832612192
 ,Mujeres,Menores de 15 años,-0.06539673133335215,0.24030160387908422
Nor.,Mujeres,De 15 a 44 años,-0.19033953461473432,-0.19098883194319372
 ,Mujeres,De 45 a 64 años,0.51971911508747215,0.5429737096865654
Nor.,Mujeres,De 65 y más años,0.2105665800539776,0.17322007279583787
 ,Hombres,Menores de 15 años,-0.3853816519308715,-0.06285584470795808
 ,Hombres,De 15 a 44 años,0.855605216972696,1.5459464793133124
 ,Hombres,De 45 a 64 años,0.9227245972545636,1.1955078343015857
 ,Hombres,De 65 y más años,0.2875172576783124,0.30558078417526346
 ,Mujeres,Menores de 15 años,-0.27000411920791584,-0.11644464768380883
 ,Mujeres,De 15 a 44 años,0.008404959520915592,0.03954660497660093
 ,Mujeres,De 45 a 64 años,0.26586258793144907,0.7639846465532284
 ,Mujeres,De 65 y más años,0.7168903009761316,0.7345290756812737
Qui.,Hombres,Menores de 15 años,0.04377613341854684,0.027827000789925647
 ,Hombres,De 15 a 44 años,1.10691898975642,1.6758130074928366
 ,Hombres,De 45 a 64 años,0.8326246382849215,1.2036227491249418
Qui.,Hombres,De 65 y más años,0.19323855855865696,0.19321796326154966
 ,Mujeres,Menores de 15 años,0.6177812918872815,0.6884893492519056
 ,Mujeres,De 15 a 44 años,0.08987537391646892,0.5030320030669595
 ,Mujeres,De 45 a 64 años,0.31481863917163316,0.6076298048692849
 ,Mujeres,De 65 y más años,0.04233256636791768,0.1914133283439869
Ris.,Hombres,Menores de 15 años,0.3983693293601816,0.20418406717082974
 ,Hombres,De 15 a 44 años,0.6124327150930681,1.0240438077627652
 ,Hombres,De 45 a 64 años,0.8105788345047212,1.0962075377148268
Ris.,Hombres,De 65 y más años,0.21149090358771472,0.20419123742241782
 ,Mujeres,Menores de 15 años,0.6354141311802959,1.2743315747061181
 ,Mujeres,De 15 a 44 años,0.12112187122535291,0.32495753219434237
 ,Mujeres,De 45 a 64 años,0.3909288495663971,0.7490944684114552
 ,Mujeres,De 65 y más años,0.003138130344044307,0.16391917143161028
 ,Hombres,Menores de 15 años,-0.0019449655217898404,0.05691265673639348
 ,Hombres,De 15 a 44 años,0.2507655387523122,0.7956564909594807
 ,Hombres,De 45 a 64 años,0.737721231242444,1.1778048335947127
 ,Hombres,De 65 y más años,0.2974503210811312,0.346887568941986
 ,Mujeres,Menores de 15 años,0.25885145863381065,0.45914862706273035
 ,Mujeres,De 15 a 44 años,-0.1031716134194418,0.227907219406193
 ,Mujeres,De 45 a 64 años,0.357130667706097,0.7223477748078697
 ,Mujeres,De 65 y más años,0.15617438905178896,0.2884184997029504
 ,Hombres,Menores de 15 años,-0.12006793106489821,0.21341424840213247
 ,Hombres,De 15 a 44 años,0.22632203555562003,0.43684101164113714
 ,Hombres,De 45 a 64 años,0.43974699727606886,0.6358315442344735
 ,Hombres,De 65 y más años,0.1884481946674832,0.19652966821894152
 ,Mujeres,Menores de 15 años,-0.062238330812842475,0.40608379942141437
 ,Mujeres,De 15 a 44 años,6.971544113640395e-4,0.06524874204159782
 ,Mujeres,De 45 a 64 años,0.54581520352551,0.9334064601406392
 ,Mujeres,De 65 y más años,0.4656427142242867,0.5653480626550957
 ,Hombres,Menores de 15 años,0.08521218071208946,0.10558959788864636
 ,Hombres,De 15 a 44 años,0.668667131197809,1.2905598224326407
 ,Hombres,De 45 a 64 años,0.7704980612095044,0.9625489089848334
Tol.,Hombres,De 65 y más años,0.20785568106798152,0.18885780159648768
 ,Mujeres,Menores de 15 años,0.38335242872328573,0.5397145044484845
 ,Mujeres,De 15 a 44 años,0.14748745362608773,0.4687551231110814
 ,Mujeres,De 45 a 64 años,0.5383358111349411,0.6991496411723739
 ,Mujeres,De 65 y más años,0.26676397845636807,0.332639254752467
 ,Hombres,Menores de 15 años,-0.20741669543672508,-0.16123176024934635
 ,Hombres,De 15 a 44 años,1.1985665442885995,1.7394344437545188
 ,Hombres,De 45 a 64 años,0.7910913410446415,1.1366284169737613
 ,Hombres,De 65 y más años,0.24653433258674665,0.3393670177616538
 ,Mujeres,Menores de 15 años,0.06317875251201777,0.11317865271833194
 ,Mujeres,De 15 a 44 años,0.037235906209410224,0.30094674230836493
 ,Mujeres,De 45 a 64 años,0.31803940158513744,0.6105902821913994
 ,Mujeres,De 65 y más años,9.478726076401038e-4,0.14095401539505076
 ,Hombres,Menores de 15 años,-0.73265791005243,-0.3265129819417495
 ,Hombres,De 15 a 44 años,-0.03281646450157697,0.18840939058359174
 ,Hombres,De 45 a 64 años,0.22523324621253998,0.31792743178007
Vau.,Hombres,De 65 y más años,1.0574327769010214,0.3877878013561718
 ,Mujeres,Menores de 15 años,-0.4382051434501928,0.4695257300997838
Vau.,Mujeres,De 15 a 44 años,0.997150118305856,0.9835913759830279
Vau.,Mujeres,De 45 a 64 años,0.6237560269225555,0.27430739691499206
Vau.,Mujeres,De 65 y más años,0.979743228181257,0.9319987913221832
 ,Hombres,Menores de 15 años,-0.45124077044700617,-0.18420319176570188
 ,Hombres,De 15 a 44 años,-0.13929452387953542,-0.06014935117394508
 ,Hombres,De 45 a 64 años,0.4833023516744215,0.6437900011307338
 ,Hombres,De 65 y más años,0.15651233651668636,0.7353498184735523
Vic.,Mujeres,Menores de 15 años,0.3870177286947722,0.2800707810845484
Vic.,Mujeres,De 15 a 44 años,-0.033960880329420726,-0.17835263832772594
 ,Mujeres,De 45 a 64 años,0.7671362679312691,0.963967895600857
 ,Mujeres,De 65 y más años,0.9130597062778395,1.577055485926862
